	line	token	lemma	pos
7837	1497	quiten	kwijten	VRB(finiteness=inf)
7838	1498	Hine	hij+ne	PD(type=pers,position=free)+ADV(type=reg)
7839	1498	woude	willen	VRB(finiteness=fin,tense=past)
7840	1498	den	de	PD(type=d-p,subtype=art,position=prenom)
7841	1498	hertoge	hertog	NOU-C(number=sg)
7842	1498	onrecht	onrecht	AA(degree=pos,position=free)
7843	1498	witen	wijten	VRB(finiteness=inf)
7844	1499	Noch	noch	CONJ(type=coor)
7845	1499	van	van	ADP(type=pre)
7846	1499	maechscape	maagschap	NOU-C(number=sg)
7847	1499	daer	daar	ADV(type=pron)
7848	1499	toe	toe	ADV(type=pron)
7849	1499	spreken	spreken	VRB(finiteness=inf)
7850	1500	Daer	daar	ADV(type=pron)
7851	1500	die	die	PD(type=d-p,subtype=art,position=prenom)
7852	1500	vorwaerde	voorwaarde	NOU-C(number=sg)
7853	1500	bi	bij	ADV(type=pron)
7854	1500	mochte	mogen	VRB(finiteness=fin,tense=past)
7855	1500	breken	breken	VRB(finiteness=inf)
7856	1501	Doen	toen	CONJ(type=sub)
7857	1501	dese	deze	PD(type=d-p,subtype=oth,position=prenom)
7858	1501	vorwaerde	voorwaarde	NOU-C(number=sg)
7859	1501	was	zijn	VRB(finiteness=fin,tense=past)
7860	1501	verbonden	verbinden	VRB(finiteness=pastpart)
7861	1502	Gheviel	gevallen	VRB(finiteness=fin,tense=past)
7862	1502	ten	ten	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
7863	1502	selven	zelf	PD(type=d-p,subtype=oth,position=prenom)
7864	1502	stonden	stond	NOU-C(number=sg)
7865	1503	Dat	dat	CONJ(type=sub)
7866	1503	dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
7867	1503	van	van	ADP(type=pre)
7868	1503	Limborch	Limburg	NOU-P
7869	1503	was	zijn	VRB(finiteness=fin,tense=past)
7870	1503	gesceden	scheiden	VRB(finiteness=pastpart)
7871	1504	In	in	ADP(type=pre)
7872	1504	tween	twee	NUM(type=card,position=prenom,representation=let)
7873	1504	partyen	partij	NOU-C(number=pl)
7874	1504	van	van	ADP(type=pre)
7875	1504	veeden	vede	NOU-C(number=pl)
7876	1505	Want	want	CONJ(type=coor)
7877	1505	daer	daar	ADV(type=pron)
7878	1505	waren	zijn	VRB(finiteness=fin,tense=past)
7879	1505	in	in	ADV(type=pron)
7880	1505	geslechten	slechten	VRB(finiteness=pastpart)
7881	1506	Die	die	PD(type=d-p,position=free)
7882	1506	ieghen	jegen	ADV(type=reg)
7883	1506	een	een	NUM(type=card,position=free,representation=let)
7884	1506	wouden	willen	VRB(finiteness=fin,tense=past)
7885	1506	vechten	vechten	VRB(finiteness=inf)
7886	1507	Die	die	PD(type=d-p,subtype=art,position=prenom)
7887	1507	Scavedriesche	schavedriesen	NOU-C(number=sg)
7888	1507	ende	en	CONJ(type=coor)
7889	1507	Molrepas	Molrepas	NOU-P
7890	1508	Een	een	PD(type=indef,subtype=art,position=prenom)
7891	1508	ridder	ridder	NOU-C(number=sg)
7892	1508	die	die	PD(type=d-p,position=free)
7893	1508	geboren	geboren	AA(degree=pos,position=free)
7894	1508	was	zijn	VRB(finiteness=fin,tense=past)
7895	1509	Vanden	van+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
7896	1509	geslechte	geslacht	NOU-C(number=sg)
7897	1509	van	van	ADP(type=pre)
7898	1509	Geilekerken	Geilekerken	NOU-P
7899	1510	Wanneer	wanneer	CONJ(type=sub)
7900	1510	soe	zo	CONJ(type=sub)
7901	1510	deene	de+een	PD(type=d-p,subtype=art,position=prenom)+NUM(type=card,position=prenom,representation=let)
7902	1510	partye	partij	NOU-C(number=sg)
7903	1510	sterken	sterken	VRB(finiteness=inf)
7904	1511	Ende	en	CONJ(type=coor)
7905	1511	ophouden	ophouden	VRB(finiteness=inf)
7906	1511	wouden	willen	VRB(finiteness=fin,tense=past)
7907	1511	die	die	PD(type=d-p,subtype=art,position=prenom)
7908	1511	heeren	heer	NOU-C(number=pl)
7909	1512	Dat	dat	PD(type=d-p,position=free)
7910	1512	torende	torenen	VRB(finiteness=fin,tense=past)
7911	1512	den	de	PD(type=d-p,subtype=art,position=prenom)
7912	1512	anderen	ander	NUM(type=ord,position=free,representation=let)
7913	1512	seere	zeer	ADV(type=reg)
7914	1513	Ende	en	CONJ(type=coor)
7915	1513	want	want	CONJ(type=coor)
7916	1513	te	te	ADP(type=pre)
7917	1513	dien	dat	PD(type=d-p,subtype=oth,position=prenom)
7918	1513	tide	tijd	NOU-C(number=sg)
7919	1513	in	in	ADP(type=pre)
7920	1513	hare	haar	PD(type=poss,position=prenom)
7921	1513	hant	hand	NOU-C(number=sg)
7922	1514	Hadden	hebben	VRB(finiteness=fin,tense=past)
7923	1514	beide	beide	PD(type=indef,position=free)
7924	1514	eere	eer	NOU-C(number=sg)
7925	1514	ende	en	CONJ(type=coor)
7926	1514	lant	land	NOU-C(number=sg)
7927	1515	Die	die	PD(type=d-p,subtype=art,position=prenom)
7928	1515	Scavedriesche	schavedriesen	NOU-C(number=sg)
7929	1515	ende	en	CONJ(type=coor)
7930	1515	haer	haar	PD(type=poss,position=prenom)
7931	1515	mage	maag	NOU-C(number=sg)
7932	1516	Daer	daar	ADV(type=pron)
7933	1516	af	af	ADV(type=pron)
7934	1516	quam	komen	VRB(finiteness=fin,tense=past)
7935	1516	doen	doen	VRB(finiteness=inf)
7936	1516	die	die	PD(type=d-p,subtype=art,position=prenom)
7937	1516	plage	plaag	NOU-C(number=sg)
7938	1517	Want	want	CONJ(type=coor)
7939	1517	doen	toen	ADV(type=reg)
7940	1517	was	zijn	VRB(finiteness=fin,tense=past)
7941	1517	haer	haar	PD(type=poss,position=prenom)
7942	1517	Molrepas	molderpas	NOU-C(number=sg)
7943	1518	Die	die	PD(type=d-p,subtype=art,position=prenom)
7944	1518	drossate	drossaat	NOU-C(number=sg)
7945	1518	te	te	ADV(type=reg)
7946	1518	voren	voren	ADV(type=reg)
7947	1518	was	zijn	VRB(finiteness=fin,tense=past)
7948	1519	Vanden	van+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
7949	1519	ambachte	ambacht	NOU-C(number=sg)
7950	1519	ghedaen	doen	VRB(finiteness=pastpart)
7951	1520	Want	want	CONJ(type=coor)
7952	1520	dat	dat	PD(type=d-p,position=free)
7953	1520	hadde	hebben	VRB(finiteness=fin,tense=past)
7954	1520	her	her	NOU-C(number=sg)
7955	1520	Coene	Coene	NOU-P
7956	1520	ontfaen	ontvangen	VRB(finiteness=pastpart)
7957	1521	Snabbe	snabbe	ADV(type=reg)
7958	1521	sijn	zijn	PD(type=poss,position=prenom)
7959	1521	wedersake	wederzaak	NOU-C(number=sg)
7960	1522	Dat	dat	CONJ(type=sub)
7961	1522	na	na	ADP(type=pre)
7962	1522	seere	zeer	AA(degree=pos,position=free)
7963	1522	tongemake	tongemak	NOU-C(number=sg)
7964	1523	Al	al	PD(type=indef,position=free)
7965	1523	den	de	PD(type=d-p,subtype=art,position=prenom)
7966	1523	Scavedrieschen	schavedries	NOU-C(number=pl)
7967	1523	quam	komen	VRB(finiteness=fin,tense=past)
7968	1524	Want	want	CONJ(type=coor)
7969	1524	hare	haar	PD(type=poss,position=prenom)
7970	1524	mage	maag	NOU-C(number=sg)
7971	1524	van	van	ADP(type=pre)
7972	1524	Witham	Witham	NOU-P
7973	1525	Ginghen	gaan	VRB(finiteness=fin,tense=past)
7974	1525	hen	zij	PD(type=pers,position=free)
7975	1525	daer	daar	ADV(type=pron)
7976	1525	met	met	ADV(type=pron)
7977	1525	ave	hoeven	VRB(finiteness=fin,tense=past)
7978	1526	Want	want	CONJ(type=coor)
7979	1526	van	van	ADP(type=pre)
7980	1526	Gelre	Gelre	NOU-P
7981	1526	die	die	PD(type=d-p,subtype=art,position=prenom)
7982	1526	grave	graf	NOU-C(number=sg)
7983	1527	Hadde	hebben	VRB(finiteness=fin,tense=past)
7984	1527	hen	zij	PD(type=pers,position=free)
7985	1527	gedaen	doen	VRB(finiteness=pastpart)
7986	1527	onmate	onmaat	NOU-C(number=sg)
7987	1528	Want	want	CONJ(type=coor)
7988	1528	hare	haar	PD(type=poss,position=prenom)
7989	1528	een	een	NUM(type=card,position=free,representation=let)
7990	1528	was	zijn	VRB(finiteness=fin,tense=past)
7991	1528	oec	ook	ADV(type=reg)
7992	1528	drossate	drossaat	NOU-C(number=sg)
7993	1529	Van	van	ADP(type=pre)
7994	1529	Limborch	Limburg	NOU-P
7995	1529	die	die	PD(type=d-p,subtype=art,position=prenom)
7996	1529	grave	graf	NOU-C(number=sg)
7997	1529	scout	scout	NOU-C(number=sg)
7998	1530	Schuldich	schuldig	AA(degree=pos,position=free)
7999	1530	bleef	blijven	VRB(finiteness=fin,tense=past)
8000	1530	die	die	PD(type=d-p,position=free)
8001	1530	hi	hij	PD(type=pers,position=free)
8002	1530	hem	hij	PD(type=pers,position=free)
8003	1530	niet	niet	ADV(type=reg)
8004	1530	en	ne	ADV(type=reg)
8005	1530	gout	goud	NOU-C(number=sg)
8006	1531	Noch	noch	CONJ(type=coor)
8007	1531	gelden	gelden	VRB(finiteness=inf)
8008	1531	en	ne	ADV(type=reg)
8009	1531	woude	willen	VRB(finiteness=fin,tense=past)
8010	1531	daer	daar	ADV(type=pron)
8011	1531	bi	bij	ADV(type=pron)
8012	1532	Wert	worden	VRB(finiteness=fin,tense=past)
8013	1532	her	her	NOU-C(number=sg)
8014	1532	Molrepas	Molrepas	NOU-P
8015	1532	ende	en	CONJ(type=coor)
8016	1532	si	zij	PD(type=pers,position=free)
8017	1533	Met	met	ADP(type=pre)
8018	1533	vrienscapen	vriendschap	NOU-C(number=pl)
8019	1533	vergadert	vergaderen	VRB(finiteness=pastpart)
8020	1533	soe	zo	ADV(type=reg)
8021	1534	Datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
8022	1534	beide	beide	PD(type=indef,position=free)
8023	1534	worden	worden	VRB(finiteness=inf)
8024	1534	vroe	vroe	AA(degree=pos,position=free)
8025	1535	Dat	dat	CONJ(type=sub)
8026	1535	die	die	PD(type=d-p,subtype=art,position=prenom)
8027	1535	hertoge	hertog	NOU-C(number=sg)
8028	1535	Jan	Jan	NOU-P
8029	1535	cochte	kopen	VRB(finiteness=fin,tense=past)
8030	1536	Dlant	dat+land	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
8031	1536	van	van	ADP(type=pre)
8032	1536	Limborch	Limburg	NOU-P
8033	1536	dat	dat	PD(type=d-p,position=free)
8034	1536	hem	hij	PD(type=pers,position=free)
8035	1536	dochte	deugen	VRB(finiteness=fin,tense=past)
8036	1537	Ware	zijn	VRB(finiteness=fin,tense=past)
8037	1537	hen	zij	PD(type=pers,position=free)
8038	1537	die	die	PD(type=d-p,subtype=art,position=prenom)
8039	1537	hertoge	hertog	NOU-C(number=sg)
8040	1537	hout	houden	VRB(finiteness=fin,tense=pres)
8041	1538	Datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
8042	1538	mochten	mogen	VRB(finiteness=fin,tense=past)
8043	1538	met	met	ADP(type=pre)
8044	1538	gewout	gewoud	NOU-C(number=sg)
8045	1539	Den	de	PD(type=d-p,subtype=art,position=prenom)
8046	1539	grave	graf	NOU-C(number=sg)
8047	1539	van	van	ADP(type=pre)
8048	1539	Gelre	Gelre	NOU-P
8049	1539	wederstaen	wederstaan	VRB(finiteness=inf)
8050	1540	Ende	en	CONJ(type=coor)
8051	1540	hare	haar	PD(type=poss,position=prenom)
8052	1540	viande	vijand	NOU-C(number=pl)
8053	1540	onder	onder	ADP(type=pre)
8054	1540	slaen	slaan	NOU-C(number=sg)
8055	1541	Ende	en	CONJ(type=coor)
8056	1541	om	om	CONJ(type=sub)
8057	1541	dat	dat	CONJ(type=sub)
8058	1541	hen	zij	PD(type=pers,position=free)
8059	1541	dat	dat	PD(type=d-p,position=free)
8060	1541	soude	zullen	VRB(finiteness=fin,tense=past)
8061	1541	mogen	mogen	VRB(finiteness=inf)
8062	1542	Gescien	geschieden	VRB(finiteness=pastpart)
8063	1542	worden	worden	VRB(finiteness=inf)
8064	1542	si	zij	PD(type=pers,position=free)
8065	1542	tsertoghen	het+sertogen	PD(type=d-p,subtype=art,position=prenom)+NOU-C(number=sg)
8066	1543	Hulperen	helper	NOU-C(number=pl)
8067	1543	doen	doen	VRB(finiteness=inf)
8068	1543	ende	en	CONJ(type=coor)
8069	1543	rieden	raden	VRB(finiteness=fin,tense=past)
8070	1544	Den	de	PD(type=d-p,subtype=art,position=prenom)
8071	1544	hertoge	hertog	NOU-C(number=sg)
8072	1544	dat	dat	CONJ(type=sub)
8073	1544	hi	hij	PD(type=pers,position=free)
8074	1544	met	met	ADP(type=pre)
8075	1544	lieden	lieden	NOU-C(number=pl)
8076	1545	Int	in+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
8077	1545	lant	land	NOU-C(number=sg)
8078	1545	van	van	ADP(type=pre)
8079	1545	Limborch	Limburg	NOU-P
8080	1545	quame	komen	VRB(finiteness=fin,tense=past)
8081	1546	Ende	en	CONJ(type=coor)
8082	1546	hem	hij	PD(type=pers,position=free)
8083	1546	des	des	ADV(type=reg)
8084	1546	ane	aan	NOU-C(number=sg)
8085	1546	name	nemen	VRB(finiteness=fin,tense=past)
8086	1547	En	ne	ADV(type=reg)
8087	1547	soude	zullen	VRB(finiteness=fin,tense=past)
8088	1547	niemen	niemand	PD(type=indef,position=free)
8089	1547	weren	weren	VRB(finiteness=inf)
8090	1547	mogen	mogen	VRB(finiteness=inf)
8091	1548	Doen	doen	VRB(finiteness=inf)
8092	1548	quam	komen	VRB(finiteness=fin,tense=past)
8093	1548	die	die	PD(type=d-p,subtype=art,position=prenom)
8094	1548	hertoge	hertog	NOU-C(number=sg)
8095	1548	getogen	tijgen	VRB(finiteness=pastpart)
8096	1549	Met	met	ADP(type=pre)
8097	1549	haren	haar	PD(type=poss,position=prenom)
8098	1549	rade	raad	NOU-C(number=sg)
8099	1549	tote	tot	ADP(type=pre)
8100	1549	int	in+het	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
8101	1549	lant	land	NOU-C(number=sg)
8102	1550	Van	van	ADP(type=pre)
8103	1550	Limborch	Limburg	NOU-P
8104	1550	ende	en	CONJ(type=coor)
8105	1550	stichte	stichten	VRB(finiteness=fin,tense=past)
8106	1550	brant	brand	NOU-C(number=sg)
8107	1551	Alse	als	CONJ(type=sub)
8108	1551	richtere	richter	NOU-C(number=sg)
8109	1551	ende	en	CONJ(type=coor)
8110	1551	alse	als	CONJ(type=sub)
8111	1551	heere	heer	NOU-C(number=sg)
8112	1552	Dien	dat	PD(type=d-p,subtype=oth,position=prenom)
8113	1552	overmoet	overmoed	NOU-C(number=sg)
8114	1552	beneden	beneden	ADV(type=reg)
8115	1552	seere	zeer	ADV(type=reg)
8116	1553	Alle	al	PD(type=indef,position=free)
8117	1553	die	die	PD(type=d-p,subtype=art,position=prenom)
8118	1553	heeren	heer	NOU-C(number=pl)
8119	1553	die	die	PD(type=d-p,position=free)
8120	1553	daer	daar	ADV(type=reg)
8121	1553	sijn	zijn	VRB(finiteness=fin,tense=pres)
8122	1554	Tusschen	tussen	ADP(type=pre)
8123	1554	der	de	PD(type=d-p,subtype=art,position=prenom)
8124	1554	Mase	Maas	NOU-P
8125	1554	enten	en	CONJ(type=coor)
8126	1554	Rijn	Rijn	NOU-P
8127	1555	Want	want	CONJ(type=coor)
8128	1555	alle	al	PD(type=indef,position=free)
8129	1555	den	de	PD(type=d-p,subtype=art,position=prenom)
8130	1555	heeren	heer	NOU-C(number=pl)
8131	1555	dochte	deugen	VRB(finiteness=fin,tense=past)
8132	1556	Waert	zijn+het	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
8133	1556	dat	dat	CONJ(type=sub)
8134	1556	die	die	PD(type=d-p,subtype=art,position=prenom)
8135	1556	hertoge	hertog	NOU-C(number=sg)
8136	1556	hebben	hebben	VRB(finiteness=inf)
8137	1556	mochte	mogen	VRB(finiteness=fin,tense=past)
8138	1557	Limborch	Limburg	NOU-P
8139	1557	hi	hij	PD(type=pers,position=free)
8140	1557	soudse	zullen+zij	VRB(finiteness=fin,tense=past)+PD(type=pers,position=free)
8141	1557	verdrucken	verdrukken	VRB(finiteness=inf)
8142	1558	Ende	en	CONJ(type=coor)
8143	1558	onder	onderven	VRB(finiteness=inf)
8144	1558	doen	doen	VRB(finiteness=inf)
8145	1558	van	van	ADP(type=pre)
8146	1558	allen	al	PD(type=indef,subtype=oth,position=prenom)
8147	1558	stucken	stuk	NOU-C(number=pl)
8148	1559	Dies	dies	ADV(type=reg)
8149	1559	waren	zijn	VRB(finiteness=fin,tense=past)
8150	1559	si	zij	PD(type=pers,position=free)
8151	1559	alle	al	PD(type=indef,position=free)
8152	1559	te	te	ADP(type=pre)
8153	1559	vernoye	vernooien	VRB(finiteness=inf)
8154	1560	Ende	en	CONJ(type=coor)
8155	1560	sonderlinge	zonderling	AA(degree=pos,position=free)
8156	1560	van	van	ADP(type=pre)
8157	1560	Monyoye	Monyoye	NOU-P
8158	1561	Her	her	NOU-C(number=sg)
8159	1561	Walraven	Walraven	NOU-P
8160	1561	ende	en	CONJ(type=coor)
8161	1561	sijn	zijn	PD(type=poss,position=prenom)
8162	1561	neven	neef	NOU-C(number=sg)
8163	1562	Van	van	ADP(type=pre)
8164	1562	Luthsenborch	Luxemburg	NOU-P
8165	1562	die	die	PD(type=d-p,position=free)
8166	1562	doen	toen	ADV(type=reg)
8167	1562	toe	toegespreken	VRB(finiteness=fin,tense=past)
8168	1562	dreven	drijven	VRB(finiteness=fin,tense=past)
8169	1563	Dat	dat	CONJ(type=sub)
8170	1563	metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
8171	1563	grave	graf	NOU-C(number=sg)
8172	1563	van	van	ADP(type=pre)
8173	1563	Gelre	Gelre	NOU-P
8174	1563	keeren	keren	VRB(finiteness=inf)
8175	1564	Souden	zullen	VRB(finiteness=fin,tense=past)
8176	1564	gemeinlike	gemeenlijk	ADV(type=reg)
8177	1564	alle	al	PD(type=indef,position=free)
8178	1564	die	die	PD(type=d-p,subtype=art,position=prenom)
8179	1564	heeren	heer	NOU-C(number=pl)
8180	1565	Tusschen	tussen	ADP(type=pre)
8181	1565	Mase	Maas	NOU-P
8182	1565	ende	en	CONJ(type=coor)
8183	1565	Rijn	Rijn	NOU-P
8184	1565	ende	en	CONJ(type=coor)
8185	1565	sweren	zweren	VRB(finiteness=fin,tense=pres)
8186	1566	Datsi	dat+zij	CONJ(type=sub)+PD(type=pers,position=free)
8187	1566	den	de	PD(type=d-p,subtype=art,position=prenom)
8188	1566	hertoge	hertog	NOU-C(number=sg)
8189	1566	souden	zullen	VRB(finiteness=fin,tense=past)
8190	1566	weren	weren	VRB(finiteness=inf)
8191	1567	Ende	en	CONJ(type=coor)
8192	1567	vore	voor	ADV(type=reg)
8193	1567	helpen	helpen	VRB(finiteness=inf)
8194	1567	houden	houden	VRB(finiteness=inf)
8195	1567	ewelike	eeuwelijk	ADV(type=reg)
8196	1568	Van	van	ADP(type=pre)
8197	1568	Limborch	Limburg	NOU-P
8198	1568	dat	dat	CONJ(type=sub)
8199	1568	hertogerike	hertogrijk	NOU-C(number=sg)
8200	1569	Daer	daar	ADV(type=pron)
8201	1569	toe	toe	ADV(type=pron)
8202	1569	oec	ook	ADV(type=reg)
8203	1569	brachten	brengen	VRB(finiteness=fin,tense=past)
8204	1569	si	zij	PD(type=pers,position=free)
8205	1570	Den	de	PD(type=d-p,subtype=art,position=prenom)
8206	1570	bisscop	bisschop	NOU-C(number=sg)
8207	1570	van	van	ADP(type=pre)
8208	1570	Coelne	Keulen	NOU-P
8209	1570	dat	dat	CONJ(type=sub)
8210	1570	hi	hij	PD(type=pers,position=free)
8211	1571	Dat	dat	PD(type=d-p,position=free)
8212	1571	selve	zelf	PD(type=d-p,position=free)
8213	1571	oec	ook	ADV(type=reg)
8214	1571	ghelovede	geloven	VRB(finiteness=fin,tense=past)
8215	1571	mede	mede	ADV(type=pron)
8216	1572	Daer	daar	ADV(type=pron)
8217	1572	hi	hij	PD(type=pers,position=free)
8218	1572	groot	groot	AA(degree=pos,position=prenom)
8219	1572	ongevoech	ongevoeg	NOU-C(number=sg)
8220	1572	aen	aan	ADV(type=pron)
8221	1572	dede	doen	VRB(finiteness=fin,tense=past)
8222	1573	Want	want	CONJ(type=coor)
8223	1573	hi	hij	PD(type=pers,position=free)
8224	1573	hadde	hebben	VRB(finiteness=fin,tense=past)
8225	1573	openbare	openbaar	ADV(type=reg)
8226	1573	te	te	ADV(type=reg)
8227	1573	voren	voren	ADV(type=reg)
8228	1574	Metten	met+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
8229	1574	hertoge	hertog	NOU-C(number=sg)
8230	1574	Janne	Jan	NOU-P
8231	1574	gesworen	zweren	VRB(finiteness=pastpart)
8232	1575	Dat	dat	CONJ(type=sub)
8233	1575	hi	hij	PD(type=pers,position=free)
8234	1575	soude	zullen	VRB(finiteness=fin,tense=past)
8235	1575	sijn	zijn	PD(type=poss,position=prenom)
8236	1575	hulpere	helper	NOU-C(number=sg)
8237	1575	sijn	zijn	VRB(finiteness=inf)
8238	1576	Ende	en	CONJ(type=coor)
8239	1576	hulpen	hulp	NOU-C(number=sg)
8240	1576	tusschen	tussen	ADP(type=pre)
8241	1576	Mase	Maas	NOU-P
8242	1576	ende	en	CONJ(type=coor)
8243	1576	Rijn	Rijn	NOU-P
8244	1577	Onrecht	onrecht	AA(degree=pos,position=free)
8245	1577	ende	en	CONJ(type=coor)
8246	1577	roef	roef	NOU-C(number=sg)
8247	1577	weren	weren	VRB(finiteness=fin,tense=past)
8248	1578	Daer	daar	ADV(type=pron)
8249	1578	bi	bij	ADV(type=pron)
8250	1578	en	ne	ADV(type=reg)
8251	1578	hoedde	hoeden	VRB(finiteness=fin,tense=past)
8252	1578	hem	hij	PD(type=refl,position=free)
8253	1578	voor	voor	ADP(type=pre)
8254	1578	sijn	zijn	PD(type=poss,position=prenom)
8255	1578	deren	deer	NOU-C(number=sg)
8256	1579	Doen	toen	ADV(type=reg)
8257	1579	die	die	PD(type=d-p,subtype=art,position=prenom)
8258	1579	coep	koop	NOU-C(number=sg)
8259	1579	was	zijn	VRB(finiteness=fin,tense=past)
8260	1579	ghesciet	geschieden	VRB(finiteness=pastpart)
8261	1580	Die	die	PD(type=d-p,subtype=art,position=prenom)
8262	1580	hertoge	hertog	NOU-C(number=sg)
8263	1580	van	van	ADP(type=pre)
8264	1580	Brabant	Brabant	NOU-P
8265	1580	niet	niet	ADV(type=reg)
8266	1581	Nochtan	nochtan	ADV(type=reg)
8267	1581	ginc	gaan	VRB(finiteness=fin,tense=past)
8268	1581	hem	hij	PD(type=pers,position=free)
8269	1581	die	die	PD(type=d-p,subtype=art,position=prenom)
8270	1581	bisscop	bisschop	NOU-C(number=sg)
8271	1581	af	heffen	VRB(finiteness=fin,tense=past)
8272	1582	Om	om	ADP(type=pre)
8273	1582	Wassenberge	Wassenbergen	NOU-P
8274	1582	dat	dat	CONJ(type=sub)
8275	1582	men	men	PD(type=pers,position=free)
8276	1582	hem	hij	PD(type=pers,position=free)
8277	1582	gaf	geven	VRB(finiteness=fin,tense=past)
8278	1583	Over	over	ADP(type=pre)
8279	1583	acht	acht	NUM(type=card,position=prenom,representation=let)
8280	1583	dusent	duizend	NUM(type=card,position=prenom,representation=let)
8281	1583	marc	marc	NOU-C(number=sg)
8282	1583	te	te	ADP(type=pre)
8283	1583	pande	pand	NOU-C(number=sg)
8284	1584	Doen	doen	VRB(finiteness=inf)
8285	1584	dochte	deugen	VRB(finiteness=fin,tense=past)
8286	1584	den	de	PD(type=d-p,subtype=art,position=prenom)
8287	1584	heeren	heer	NOU-C(number=pl)
8288	1584	vanden	van+de	ADP(type=pre)+PD(type=d-p,subtype=art,position=prenom)
8289	1584	lande	land	NOU-C(number=sg)
8290	1585	Alse	als	CONJ(type=sub)
8291	1585	hen	zij	PD(type=pers,position=free)
8292	1585	die	die	PD(type=d-p,subtype=art,position=prenom)
8293	1585	bisscop	bisschop	NOU-C(number=sg)
8294	1585	hulpen	helpen	VRB(finiteness=inf)
8295	1585	woude	willen	VRB(finiteness=fin,tense=past)
8296	1586	Dat	dat	CONJ(type=sub)
8297	1586	die	die	PD(type=d-p,subtype=art,position=prenom)
8298	1586	hertoge	hertog	NOU-C(number=sg)
8299	1586	voort	voort	ADV(type=reg)
8300	1586	en	ne	ADV(type=reg)
8301	1586	soude	zullen	VRB(finiteness=fin,tense=past)
8302	1587	Daer	daar	ADV(type=reg)
8303	1587	nemmermeer	nimmermeer	ADV(type=reg)
8304	1587	dorren	dorren	VRB(finiteness=inf)
8305	1587	liden	lijden	VRB(finiteness=inf)
8306	1588	Ieghen	jegen	ADP(type=pre)
8307	1588	hen	zij	PD(type=pers,position=free)
8308	1588	over	over	ADP(type=pre)
8309	1588	Mase	Maas	NOU-P
8310	1588	om	om	ADP(type=pre)
8311	1588	striden	strijden	VRB(finiteness=inf)
8312	1589	Dan	dan	ADV(type=reg)
8313	1589	quam	komen	VRB(finiteness=fin,tense=past)
8314	1589	niet	niet	ADV(type=reg)
8315	1589	na	na	ADP(type=pre)
8316	1589	haer	haar	PD(type=poss,position=prenom)
8317	1589	viseren	viseren	NOU-C(number=sg)
8318	1590	Want	want	CONJ(type=coor)
8319	1590	die	die	PD(type=d-p,subtype=art,position=prenom)
8320	1590	hertoge	hertog	NOU-C(number=sg)
8321	1590	woude	willen	VRB(finiteness=fin,tense=past)
8322	1590	doen	doen	VRB(finiteness=inf)
8323	1590	weren	weren	VRB(finiteness=inf)
8324	1591	Sine	zijn	PD(type=poss,position=prenom)
8325	1591	ondervenesse	onterfenis	NOU-C(number=sg)
8326	1591	met	met	ADP(type=pre)
8327	1591	crachte	kracht	NOU-C(number=sg)
8328	1592	Nu	nu	ADV(type=reg)
8329	1592	hoort	horen	VRB(finiteness=fin,tense=pres)
8330	1592	hoe	hoe	ADV(type=reg)
8331	1592	hi	hij	PD(type=pers,position=free)
8332	1592	dat	dat	PD(type=d-p,position=free)
8333	1592	toe	toegespreken	VRB(finiteness=fin,tense=past)
8334	1592	brachte	brengen	VRB(finiteness=fin,tense=past)
8335	1593	Van	van	ADP(type=pre)
8336	1593	Gelre	Gelre	NOU-P
8337	1593	die	die	PD(type=d-p,subtype=art,position=prenom)
8338	1593	grave	graf	NOU-C(number=sg)
8339	1593	Reinout	Reinout	NOU-P
8340	1594	Die	die	PD(type=d-p,position=free)
8341	1594	Limborch	Limburg	NOU-P
8342	1594	doen	toen	ADV(type=reg)
8343	1594	hilt	houden	VRB(finiteness=fin,tense=past)
8344	1594	met	met	ADP(type=pre)
8345	1594	ghewout	gewoud	NOU-C(number=sg)
8346	1595	Daer	daar	ADV(type=pron)
8347	1595	dat	dat	PD(type=d-p,subtype=art,position=prenom)
8348	1595	orloge	oorlog	NOU-C(number=sg)
8349	1595	om	om	ADV(type=pron)
8350	1595	began	beginnen	VRB(finiteness=fin,tense=past)
8351	1596	Hi	hij	PD(type=pers,position=free)
8352	1596	was	zijn	VRB(finiteness=fin,tense=past)
8353	1596	maech	maag	NOU-C(number=sg)
8354	1596	ende	en	CONJ(type=coor)
8355	1596	man	man	NOU-C(number=sg)
8356	1597	Des	de	PD(type=d-p,subtype=art,position=prenom)
8357	1597	hertoghen	hertog	NOU-C(number=sg)
8358	1597	van	van	ADP(type=pre)
8359	1597	Brabant	Brabant	NOU-P
8360	1598	Daer	daar	ADV(type=pron)
